date,value,saved as: globalTempMonthly.csv
7/1/1948,-0.11,
8/1/1948,-0.12,
9/1/1948,-0.14,
10/1/1948,-0.05,
11/1/1948,-0.13,
12/1/1948,-0.24,
1/1/1949,0.06,
2/1/1949,-0.14,
3/1/1949,-0.02,
4/1/1949,-0.11,
5/1/1949,-0.1,
6/1/1949,-0.27,
7/1/1949,-0.13,
8/1/1949,-0.13,
9/1/1949,-0.15,
10/1/1949,-0.06,
11/1/1949,-0.1,
12/1/1949,-0.18,
1/1/1950,-0.26,
2/1/1950,-0.27,
3/1/1950,-0.08,
4/1/1950,-0.21,
5/1/1950,-0.11,
6/1/1950,-0.05,
7/1/1950,-0.09,
8/1/1950,-0.16,
9/1/1950,-0.12,
10/1/1950,-0.2,
11/1/1950,-0.34,
12/1/1950,-0.21,
1/1/1951,-0.34,
2/1/1951,-0.41,
3/1/1951,-0.2,
4/1/1951,-0.14,
5/1/1951,0,
6/1/1951,-0.06,
7/1/1951,-0.01,
8/1/1951,0.06,
9/1/1951,0.05,
10/1/1951,0.08,
11/1/1951,-0.01,
12/1/1951,0.16,
1/1/1952,0.11,
2/1/1952,0.11,
3/1/1952,-0.08,
4/1/1952,0.03,
5/1/1952,-0.03,
6/1/1952,-0.03,
7/1/1952,0.04,
8/1/1952,0.05,
9/1/1952,0.07,
10/1/1952,0,
11/1/1952,-0.13,
12/1/1952,-0.02,
1/1/1953,0.08,
2/1/1953,0.15,
3/1/1953,0.11,
4/1/1953,0.19,
5/1/1953,0.11,
6/1/1953,0.12,
7/1/1953,0.01,
8/1/1953,0.05,
9/1/1953,0.04,
10/1/1953,0.08,
11/1/1953,-0.03,
12/1/1953,0.05,
1/1/1954,-0.24,
2/1/1954,-0.1,
3/1/1954,-0.15,
4/1/1954,-0.14,
5/1/1954,-0.2,
6/1/1954,-0.18,
7/1/1954,-0.19,
8/1/1954,-0.17,
9/1/1954,-0.1,
10/1/1954,-0.02,
11/1/1954,0.08,
12/1/1954,-0.18,
1/1/1955,0.13,
2/1/1955,-0.16,
3/1/1955,-0.32,
4/1/1955,-0.22,
5/1/1955,-0.2,
6/1/1955,-0.14,
7/1/1955,-0.12,
8/1/1955,0.02,
9/1/1955,-0.11,
10/1/1955,-0.05,
11/1/1955,-0.25,
12/1/1955,-0.28,
1/1/1956,-0.13,
2/1/1956,-0.24,
3/1/1956,-0.21,
4/1/1956,-0.28,
5/1/1956,-0.29,
6/1/1956,-0.16,
7/1/1956,-0.09,
8/1/1956,-0.26,
9/1/1956,-0.19,
10/1/1956,-0.23,
11/1/1956,-0.14,
12/1/1956,-0.06,
1/1/1957,-0.09,
2/1/1957,-0.03,
3/1/1957,-0.04,
4/1/1957,0.01,
5/1/1957,0.1,
6/1/1957,0.16,
7/1/1957,0.03,
8/1/1957,0.13,
9/1/1957,0.08,
10/1/1957,0,
11/1/1957,0.07,
12/1/1957,0.15,
1/1/1958,0.39,
2/1/1958,0.21,
3/1/1958,0.09,
4/1/1958,0.01,
5/1/1958,0.05,
6/1/1958,-0.07,
7/1/1958,0.06,
8/1/1958,-0.03,
9/1/1958,-0.02,
10/1/1958,0.04,
11/1/1958,0.02,
12/1/1958,0.01,
1/1/1959,0.08,
2/1/1959,0.07,
3/1/1959,0.17,
4/1/1959,0.14,
5/1/1959,0.05,
6/1/1959,0.03,
7/1/1959,0.03,
8/1/1959,0,
9/1/1959,-0.06,
10/1/1959,-0.06,
11/1/1959,-0.08,
12/1/1959,0,
1/1/1960,0,
2/1/1960,0.15,
3/1/1960,-0.34,
4/1/1960,-0.15,
5/1/1960,-0.07,
6/1/1960,-0.04,
7/1/1960,-0.04,
8/1/1960,0.03,
9/1/1960,0.06,
10/1/1960,0.05,
11/1/1960,-0.11,
12/1/1960,0.19,
1/1/1961,0.07,
2/1/1961,0.19,
3/1/1961,0.1,
4/1/1961,0.12,
5/1/1961,0.13,
6/1/1961,0.11,
7/1/1961,0.01,
8/1/1961,0.01,
9/1/1961,0.08,
10/1/1961,0.02,
11/1/1961,0.03,
12/1/1961,-0.16,
1/1/1962,0.06,
2/1/1962,0.16,
3/1/1962,0.11,
4/1/1962,0.06,
5/1/1962,-0.07,
6/1/1962,0.05,
7/1/1962,0.02,
8/1/1962,-0.02,
9/1/1962,0.02,
10/1/1962,0.02,
11/1/1962,0.06,
12/1/1962,-0.03,
1/1/1963,-0.03,
2/1/1963,0.18,
3/1/1963,-0.13,
4/1/1963,-0.07,
5/1/1963,-0.06,
6/1/1963,0.03,
7/1/1963,0.07,
8/1/1963,0.22,
9/1/1963,0.18,
10/1/1963,0.14,
11/1/1963,0.14,
12/1/1963,-0.03,
1/1/1964,-0.09,
2/1/1964,-0.1,
3/1/1964,-0.22,
4/1/1964,-0.32,
5/1/1964,-0.25,
6/1/1964,-0.05,
7/1/1964,-0.05,
8/1/1964,-0.21,
9/1/1964,-0.3,
10/1/1964,-0.31,
11/1/1964,-0.22,
12/1/1964,-0.3,
1/1/1965,-0.08,
2/1/1965,-0.17,
3/1/1965,-0.13,
4/1/1965,-0.2,
5/1/1965,-0.11,
6/1/1965,-0.08,
7/1/1965,-0.14,
8/1/1965,-0.05,
9/1/1965,-0.14,
10/1/1965,-0.06,
11/1/1965,-0.06,
12/1/1965,-0.08,
1/1/1966,-0.19,
2/1/1966,-0.05,
3/1/1966,0.03,
4/1/1966,-0.14,
5/1/1966,-0.12,
6/1/1966,0,
7/1/1966,0.08,
8/1/1966,-0.08,
9/1/1966,-0.03,
10/1/1966,-0.16,
11/1/1966,-0.01,
12/1/1966,-0.03,
1/1/1967,-0.08,
2/1/1967,-0.21,
3/1/1967,0.05,
4/1/1967,-0.04,
5/1/1967,0.11,
6/1/1967,-0.08,
7/1/1967,0.03,
8/1/1967,-0.01,
9/1/1967,-0.05,
10/1/1967,0.1,
11/1/1967,-0.04,
12/1/1967,-0.05,
1/1/1968,-0.26,
2/1/1968,-0.15,
3/1/1968,0.2,
4/1/1968,-0.06,
5/1/1968,-0.13,
6/1/1968,-0.07,
7/1/1968,-0.12,
8/1/1968,-0.08,
9/1/1968,-0.17,
10/1/1968,0.09,
11/1/1968,-0.05,
12/1/1968,-0.14,
1/1/1969,-0.11,
2/1/1969,-0.17,
3/1/1969,0.01,
4/1/1969,0.17,
5/1/1969,0.18,
6/1/1969,0.04,
7/1/1969,-0.04,
8/1/1969,0.04,
9/1/1969,0.08,
10/1/1969,0.1,
11/1/1969,0.12,
12/1/1969,0.24,
1/1/1970,0.08,
2/1/1970,0.22,
3/1/1970,0.06,
4/1/1970,0.05,
5/1/1970,-0.04,
6/1/1970,-0.03,
7/1/1970,0.01,
8/1/1970,-0.1,
9/1/1970,0.11,
10/1/1970,0.02,
11/1/1970,0.02,
12/1/1970,-0.12,
1/1/1971,-0.03,
2/1/1971,-0.16,
3/1/1971,-0.18,
4/1/1971,-0.07,
5/1/1971,-0.05,
6/1/1971,-0.17,
7/1/1971,-0.08,
8/1/1971,-0.01,
9/1/1971,-0.06,
10/1/1971,-0.04,
11/1/1971,-0.07,
12/1/1971,-0.09,
1/1/1972,-0.22,
2/1/1972,-0.18,
3/1/1972,0.02,
4/1/1972,0,
5/1/1972,-0.03,
6/1/1972,0.04,
7/1/1972,0.01,
8/1/1972,0.16,
9/1/1972,0.02,
10/1/1972,0.08,
11/1/1972,0.02,
12/1/1972,0.17,
1/1/1973,0.29,
2/1/1973,0.33,
3/1/1973,0.29,
4/1/1973,0.27,
5/1/1973,0.22,
6/1/1973,0.19,
7/1/1973,0.12,
8/1/1973,0.05,
9/1/1973,0.09,
10/1/1973,0.1,
11/1/1973,0.05,
12/1/1973,-0.06,
1/1/1974,-0.1,
2/1/1974,-0.27,
3/1/1974,-0.05,
4/1/1974,-0.11,
5/1/1974,-0.04,
6/1/1974,-0.05,
7/1/1974,-0.03,
8/1/1974,0.1,
9/1/1974,-0.08,
10/1/1974,-0.06,
11/1/1974,-0.07,
12/1/1974,-0.08,
1/1/1975,0.1,
2/1/1975,0.08,
3/1/1975,0.12,
4/1/1975,0.04,
5/1/1975,0.16,
6/1/1975,-0.01,
7/1/1975,-0.01,
8/1/1975,-0.17,
9/1/1975,-0.03,
10/1/1975,-0.12,
11/1/1975,-0.17,
12/1/1975,-0.17,
1/1/1976,-0.03,
2/1/1976,-0.06,
3/1/1976,-0.22,
4/1/1976,-0.07,
5/1/1976,-0.21,
6/1/1976,-0.13,
7/1/1976,-0.1,
8/1/1976,-0.12,
9/1/1976,-0.06,
10/1/1976,-0.24,
11/1/1976,-0.06,
12/1/1976,0.1,
1/1/1977,0.18,
2/1/1977,0.23,
3/1/1977,0.24,
4/1/1977,0.27,
5/1/1977,0.32,
6/1/1977,0.27,
7/1/1977,0.2,
8/1/1977,0.18,
9/1/1977,0.02,
10/1/1977,0.03,
11/1/1977,0.16,
12/1/1977,0.03,
1/1/1978,0.06,
2/1/1978,0.1,
3/1/1978,0.19,
4/1/1978,0.17,
5/1/1978,0.09,
6/1/1978,-0.01,
7/1/1978,0.04,
8/1/1978,-0.13,
9/1/1978,0.06,
10/1/1978,0.03,
11/1/1978,0.14,
12/1/1978,0.08,
1/1/1979,0.08,
2/1/1979,-0.1,
3/1/1979,0.19,
4/1/1979,0.15,
5/1/1979,0.03,
6/1/1979,0.14,
7/1/1979,0.04,
8/1/1979,0.17,
9/1/1979,0.25,
10/1/1979,0.25,
11/1/1979,0.29,
12/1/1979,0.48,
1/1/1980,0.3,
2/1/1980,0.4,
3/1/1980,0.3,
4/1/1980,0.3,
5/1/1980,0.35,
6/1/1980,0.2,
7/1/1980,0.22,
8/1/1980,0.18,
9/1/1980,0.2,
10/1/1980,0.13,
11/1/1980,0.29,
12/1/1980,0.21,
1/1/1981,0.52,
2/1/1981,0.42,
3/1/1981,0.48,
4/1/1981,0.32,
5/1/1981,0.24,
6/1/1981,0.29,
7/1/1981,0.32,
8/1/1981,0.35,
9/1/1981,0.15,
10/1/1981,0.12,
11/1/1981,0.23,
12/1/1981,0.41,
1/1/1982,0.04,
2/1/1982,0.15,
3/1/1982,0.03,
4/1/1982,0.15,
5/1/1982,0.18,
6/1/1982,0.05,
7/1/1982,0.14,
8/1/1982,0.03,
9/1/1982,0.13,
10/1/1982,0.13,
11/1/1982,0.17,
12/1/1982,0.42,
1/1/1983,0.53,
2/1/1983,0.42,
3/1/1983,0.41,
4/1/1983,0.27,
5/1/1983,0.33,
6/1/1983,0.22,
7/1/1983,0.17,
8/1/1983,0.35,
9/1/1983,0.37,
10/1/1983,0.16,
11/1/1983,0.3,
12/1/1983,0.17,
1/1/1984,0.31,
2/1/1984,0.14,
3/1/1984,0.26,
4/1/1984,0.06,
5/1/1984,0.32,
6/1/1984,0.02,
7/1/1984,0.19,
8/1/1984,0.19,
9/1/1984,0.21,
10/1/1984,0.13,
11/1/1984,0.07,
12/1/1984,-0.05,
1/1/1985,0.22,
2/1/1985,-0.04,
3/1/1985,0.17,
4/1/1985,0.12,
5/1/1985,0.14,
6/1/1985,0.15,
7/1/1985,0.04,
8/1/1985,0.16,
9/1/1985,0.13,
10/1/1985,0.11,
11/1/1985,0.05,
12/1/1985,0.13,
1/1/1986,0.27,
2/1/1986,0.37,
3/1/1986,0.3,
4/1/1986,0.22,
5/1/1986,0.21,
6/1/1986,0.12,
7/1/1986,0.11,
8/1/1986,0.15,
9/1/1986,0.03,
10/1/1986,0.15,
11/1/1986,0.11,
12/1/1986,0.13,
1/1/1987,0.32,
2/1/1987,0.43,
3/1/1987,0.18,
4/1/1987,0.24,
5/1/1987,0.25,
6/1/1987,0.34,
7/1/1987,0.4,
8/1/1987,0.24,
9/1/1987,0.35,
10/1/1987,0.32,
11/1/1987,0.29,
12/1/1987,0.46,
1/1/1988,0.56,
2/1/1988,0.44,
3/1/1988,0.51,
4/1/1988,0.42,
5/1/1988,0.43,
6/1/1988,0.39,
7/1/1988,0.32,
8/1/1988,0.38,
9/1/1988,0.36,
10/1/1988,0.37,
11/1/1988,0.12,
12/1/1988,0.28,
1/1/1989,0.11,
2/1/1989,0.3,
3/1/1989,0.36,
4/1/1989,0.29,
5/1/1989,0.17,
6/1/1989,0.16,
7/1/1989,0.33,
8/1/1989,0.33,
9/1/1989,0.35,
10/1/1989,0.28,
11/1/1989,0.19,
12/1/1989,0.37,
1/1/1990,0.41,
2/1/1990,0.43,
3/1/1990,0.79,
4/1/1990,0.56,
5/1/1990,0.45,
6/1/1990,0.39,
7/1/1990,0.46,
8/1/1990,0.34,
9/1/1990,0.23,
10/1/1990,0.44,
11/1/1990,0.47,
12/1/1990,0.4,
1/1/1991,0.42,
2/1/1991,0.49,
3/1/1991,0.35,
4/1/1991,0.51,
5/1/1991,0.34,
6/1/1991,0.52,
7/1/1991,0.47,
8/1/1991,0.4,
9/1/1991,0.44,
10/1/1991,0.28,
11/1/1991,0.29,
12/1/1991,0.31,
1/1/1992,0.47,
2/1/1992,0.41,
3/1/1992,0.47,
4/1/1992,0.27,
5/1/1992,0.3,
6/1/1992,0.26,
7/1/1992,0.08,
8/1/1992,0.08,
9/1/1992,-0.01,
10/1/1992,0.06,
11/1/1992,0.02,
12/1/1992,0.21,
1/1/1993,0.34,
2/1/1993,0.37,
3/1/1993,0.36,
4/1/1993,0.27,
5/1/1993,0.28,
6/1/1993,0.23,
7/1/1993,0.25,
8/1/1993,0.11,
9/1/1993,0.12,
10/1/1993,0.23,
11/1/1993,0.04,
12/1/1993,0.18,
1/1/1994,0.26,
2/1/1994,0.02,
3/1/1994,0.3,
4/1/1994,0.4,
5/1/1994,0.27,
6/1/1994,0.43,
7/1/1994,0.3,
8/1/1994,0.22,
9/1/1994,0.32,
10/1/1994,0.41,
11/1/1994,0.44,
12/1/1994,0.38,
1/1/1995,0.52,
2/1/1995,0.79,
3/1/1995,0.47,
4/1/1995,0.46,
5/1/1995,0.28,
6/1/1995,0.42,
7/1/1995,0.45,
8/1/1995,0.46,
9/1/1995,0.33,
10/1/1995,0.47,
11/1/1995,0.44,
12/1/1995,0.25,
1/1/1996,0.23,
2/1/1996,0.46,
3/1/1996,0.33,
4/1/1996,0.32,
5/1/1996,0.28,
6/1/1996,0.25,
7/1/1996,0.36,
8/1/1996,0.48,
9/1/1996,0.24,
10/1/1996,0.19,
11/1/1996,0.38,
12/1/1996,0.37,
1/1/1997,0.29,
2/1/1997,0.41,
3/1/1997,0.52,
4/1/1997,0.35,
5/1/1997,0.36,
6/1/1997,0.54,
7/1/1997,0.34,
8/1/1997,0.43,
9/1/1997,0.52,
10/1/1997,0.6,
11/1/1997,0.64,
12/1/1997,0.58,
1/1/1998,0.58,
2/1/1998,0.88,
3/1/1998,0.63,
4/1/1998,0.64,
5/1/1998,0.66,
6/1/1998,0.76,
7/1/1998,0.67,
8/1/1998,0.65,
9/1/1998,0.42,
10/1/1998,0.42,
11/1/1998,0.43,
12/1/1998,0.56,
1/1/1999,0.48,
2/1/1999,0.65,
3/1/1999,0.32,
4/1/1999,0.33,
5/1/1999,0.27,
6/1/1999,0.36,
7/1/1999,0.38,
8/1/1999,0.32,
9/1/1999,0.38,
10/1/1999,0.34,
11/1/1999,0.37,
12/1/1999,0.41,
1/1/2000,0.25,
2/1/2000,0.56,
3/1/2000,0.55,
4/1/2000,0.57,
5/1/2000,0.35,
6/1/2000,0.39,
7/1/2000,0.37,
8/1/2000,0.42,
9/1/2000,0.39,
10/1/2000,0.27,
11/1/2000,0.31,
12/1/2000,0.29,
1/1/2001,0.46,
2/1/2001,0.44,
3/1/2001,0.56,
4/1/2001,0.51,
5/1/2001,0.58,
6/1/2001,0.51,
7/1/2001,0.59,
8/1/2001,0.5,
9/1/2001,0.52,
10/1/2001,0.51,
11/1/2001,0.73,
12/1/2001,0.56,
1/1/2002,0.77,
2/1/2002,0.79,
3/1/2002,0.88,
4/1/2002,0.58,
5/1/2002,0.63,
6/1/2002,0.53,
7/1/2002,0.6,
8/1/2002,0.53,
9/1/2002,0.63,
10/1/2002,0.54,
11/1/2002,0.59,
12/1/2002,0.43,
1/1/2003,0.75,
2/1/2003,0.59,
3/1/2003,0.59,
4/1/2003,0.55,
5/1/2003,0.61,
6/1/2003,0.48,
7/1/2003,0.58,
8/1/2003,0.65,
9/1/2003,0.62,
10/1/2003,0.73,
11/1/2003,0.53,
12/1/2003,0.75,
1/1/2004,0.58,
2/1/2004,0.73,
3/1/2004,0.63,
4/1/2004,0.61,
5/1/2004,0.39,
6/1/2004,0.44,
7/1/2004,0.26,
8/1/2004,0.47,
9/1/2004,0.51,
10/1/2004,0.61,
11/1/2004,0.73,
12/1/2004,0.51,
1/1/2005,0.74,
2/1/2005,0.61,
3/1/2005,0.74,
4/1/2005,0.68,
5/1/2005,0.63,
6/1/2005,0.65,
7/1/2005,0.62,
8/1/2005,0.62,
9/1/2005,0.71,
10/1/2005,0.75,
11/1/2005,0.74,
12/1/2005,0.68,
1/1/2006,0.56,
2/1/2006,0.73,
3/1/2006,0.63,
4/1/2006,0.48,
5/1/2006,0.5,
6/1/2006,0.65,
7/1/2006,0.54,
8/1/2006,0.71,
9/1/2006,0.65,
10/1/2006,0.69,
11/1/2006,0.73,
12/1/2006,0.79,
1/1/2007,1.01,
2/1/2007,0.7,
3/1/2007,0.72,
4/1/2007,0.75,
5/1/2007,0.68,
6/1/2007,0.61,
7/1/2007,0.6,
8/1/2007,0.6,
9/1/2007,0.6,
10/1/2007,0.59,
11/1/2007,0.58,
12/1/2007,0.49,
1/1/2008,0.3,
2/1/2008,0.38,
3/1/2008,0.74,
4/1/2008,0.53,
5/1/2008,0.49,
6/1/2008,0.49,
7/1/2008,0.6,
8/1/2008,0.47,
9/1/2008,0.61,
10/1/2008,0.65,
11/1/2008,0.69,
12/1/2008,0.54,
1/1/2009,0.65,
2/1/2009,0.53,
3/1/2009,0.54,
4/1/2009,0.6,
5/1/2009,0.66,
6/1/2009,0.65,
7/1/2009,0.71,
8/1/2009,0.68,
9/1/2009,0.73,
10/1/2009,0.65,
11/1/2009,0.8,
12/1/2009,0.67,
1/1/2010,0.75,
2/1/2010,0.84,
3/1/2010,0.91,
4/1/2010,0.84,
5/1/2010,0.76,
6/1/2010,0.68,
7/1/2010,0.63,
8/1/2010,0.66,
9/1/2010,0.63,
10/1/2010,0.7,
11/1/2010,0.82,
12/1/2010,0.45,
1/1/2011,0.52,
2/1/2011,0.48,
3/1/2011,0.65,
4/1/2011,0.65,
5/1/2011,0.52,
6/1/2011,0.61,
7/1/2011,0.7,
8/1/2011,0.73,
9/1/2011,0.58,
10/1/2011,0.66,
11/1/2011,0.59,
12/1/2011,0.61,
1/1/2012,0.49,
2/1/2012,0.49,
3/1/2012,0.57,
4/1/2012,0.71,
5/1/2012,0.77,
6/1/2012,0.65,
7/1/2012,0.58,
8/1/2012,0.64,
9/1/2012,0.71,
10/1/2012,0.79,
11/1/2012,0.79,
12/1/2012,0.53,
1/1/2013,0.71,
2/1/2013,0.63,
3/1/2013,0.67,
4/1/2013,0.56,
5/1/2013,0.62,
6/1/2013,0.71,
7/1/2013,0.61,
8/1/2013,0.7,
9/1/2013,0.77,
10/1/2013,0.69,
11/1/2013,0.85,
12/1/2013,0.7,
1/1/2014,0.76,
2/1/2014,0.55,
3/1/2014,0.79,
4/1/2014,0.81,
5/1/2014,0.85,
6/1/2014,0.67,
7/1/2014,0.59,
8/1/2014,0.81,
9/1/2014,0.85,
10/1/2014,0.8,
11/1/2014,0.67,
12/1/2014,0.8,
1/1/2015,0.86,
2/1/2015,0.9,
3/1/2015,0.96,
4/1/2015,0.77,
5/1/2015,0.79,
6/1/2015,0.82,
7/1/2015,0.75,
8/1/2015,0.83,
9/1/2015,0.85,
10/1/2015,1.08,
11/1/2015,1.06,
12/1/2015,1.16,
1/1/2016,1.17,
2/1/2016,1.37,
3/1/2016,1.36,
4/1/2016,1.12,
5/1/2016,0.96,
6/1/2016,0.82,
7/1/2016,0.84,
8/1/2016,1.01,
9/1/2016,0.91,
10/1/2016,0.88,
11/1/2016,0.91,
12/1/2016,0.86,
1/1/2017,1.03,
2/1/2017,1.14,
3/1/2017,1.16,
4/1/2017,0.94,
5/1/2017,0.9,
6/1/2017,0.72,
7/1/2017,0.82,
8/1/2017,0.87,
9/1/2017,0.79,
10/1/2017,0.9,
11/1/2017,0.88,
12/1/2017,0.95,
1/1/2018,0.82,
2/1/2018,0.85,
3/1/2018,0.9,
4/1/2018,0.9,
5/1/2018,0.82,
6/1/2018,0.78,
7/1/2018,0.82,
8/1/2018,0.77,
9/1/2018,0.8,
10/1/2018,1.01,
11/1/2018,0.83,
12/1/2018,0.92,
1/1/2019,0.93,
2/1/2019,0.95,
3/1/2019,1.18,
4/1/2019,1.02,
5/1/2019,0.86,
6/1/2019,0.92,
7/1/2019,0.94,
8/1/2019,0.94,
9/1/2019,0.92,
10/1/2019,1.02,
11/1/2019,1,
12/1/2019,1.11,
