date,value
1/1/1380,4.55
1/1/1381,4.5
1/1/1382,4.7
1/1/1383,3.07
1/1/1384,4.07
1/1/1385,3.9
1/1/1386,3.06
1/1/1387,3.67
1/1/1388,4.9
1/1/1389,3.29
1/1/1390,4
1/1/1391,3.81
1/1/1392,3.66
1/1/1393,4.08
1/1/1394,5.01
1/1/1395,3.69
1/1/1396,5.53
1/1/1397,4.14
1/1/1398,4.17
1/1/1399,3.62
1/1/1400,4.16
1/1/1401,4.75
1/1/1402,4.88
1/1/1403,5.05
1/1/1404,5.86
1/1/1405,4.98
1/1/1406,5.14
1/1/1407,4.47
1/1/1408,4.17
1/1/1409,4.26
1/1/1410,4
1/1/1411,3.56
1/1/1412,4.05
1/1/1413,5.04
1/1/1414,2.68
1/1/1415,4.45
1/1/1416,4.9
1/1/1417,4.8
1/1/1418,4.58
1/1/1419,4.42
1/1/1420,3.22
1/1/1421,3.67
1/1/1422,4.16
1/1/1423,4.47
1/1/1424,4.33
1/1/1425,5.6
1/1/1426,4.83
1/1/1427,4.22
1/1/1428,4.46
1/1/1429,4.06
1/1/1430,3.52
1/1/1431,5.03
1/1/1432,3.9
1/1/1433,4.1
1/1/1434,4.26
1/1/1435,4
1/1/1436,5.22
1/1/1437,4.57
1/1/1438,5.03
1/1/1439,3.88
1/1/1440,4.61
1/1/1441,3.86
1/1/1442,5.54
1/1/1443,4.02
1/1/1444,4.38
1/1/1445,4.1
1/1/1446,3.57
1/1/1447,3.58
1/1/1448,3.81
1/1/1449,3.2
1/1/1450,3.02
1/1/1451,3.38
1/1/1452,4.4
1/1/1453,3.42
1/1/1454,3.41
1/1/1455,3.25
1/1/1456,3.74
1/1/1457,3.42
1/1/1458,4.16
1/1/1459,4.63
1/1/1460,4.8
1/1/1461,3.66
1/1/1462,4.28
1/1/1463,4.15
1/1/1464,3.94
1/1/1465,4.85
1/1/1466,4.4
1/1/1467,3.72
1/1/1468,4.37
1/1/1469,3.99
1/1/1470,4.85
1/1/1471,3.16
1/1/1472,4.02
1/1/1473,4.12
1/1/1474,4.37
1/1/1475,4.14
1/1/1476,3.96
1/1/1477,4.75
1/1/1478,5.16
1/1/1479,4.49
1/1/1480,4.65
1/1/1481,4.29
1/1/1482,3.9
1/1/1483,3.69
1/1/1484,4.05
1/1/1485,4.28
1/1/1486,5.25
1/1/1487,3.65
1/1/1488,3.93
1/1/1489,4.08
1/1/1490,3.83
1/1/1491,3.91
1/1/1492,5.07
1/1/1493,5.1
1/1/1494,4.47
1/1/1495,3.72
1/1/1496,3.12
1/1/1497,4.52
1/1/1498,3.9
1/1/1499,5.16
1/1/1500,4.06
1/1/1501,3.74
1/1/1502,3.69
1/1/1503,4.04
1/1/1504,5.2
1/1/1505,3.98
1/1/1506,4.35
1/1/1507,4.42
1/1/1508,4.22
1/1/1509,4.87
1/1/1510,3.38
1/1/1511,5.43
1/1/1512,5.07
1/1/1513,3.94
1/1/1514,4.56
1/1/1515,4.16
1/1/1516,4.61
1/1/1517,4.8
1/1/1518,3.36
1/1/1519,3.72
1/1/1520,4.08
1/1/1521,3.9
1/1/1522,4.53
1/1/1523,4.47
1/1/1524,4.24
1/1/1525,3.84
1/1/1526,3.94
1/1/1527,2.92
1/1/1528,3.75
1/1/1529,3.9
1/1/1530,3.61
1/1/1531,4.23
1/1/1532,3.98
1/1/1533,4.58
1/1/1534,4.1
1/1/1535,4.8
1/1/1536,5.19
1/1/1537,5.68
1/1/1538,4.69
1/1/1539,3.82
1/1/1540,4.07
1/1/1541,3.5
1/1/1542,3.26
1/1/1543,4.1
1/1/1544,3.67
1/1/1545,4.04
1/1/1546,5.05
1/1/1547,4.81
1/1/1548,5.96
1/1/1549,4.12
1/1/1550,3.74
1/1/1551,3.48
1/1/1552,5.34
1/1/1553,5.14
1/1/1554,4.54
1/1/1555,3.02
1/1/1556,3.81
1/1/1557,4.3
1/1/1558,3.33
1/1/1559,5.39
1/1/1560,5.31
1/1/1561,5
1/1/1562,6.48
1/1/1563,5.11
1/1/1564,3.72
1/1/1565,3.2
1/1/1566,5.12
1/1/1567,4.46
1/1/1568,4.74
1/1/1569,4.33
1/1/1570,3.89
1/1/1571,4.9
1/1/1572,4.56
1/1/1573,5.21
1/1/1574,5.26
1/1/1575,3.76
1/1/1576,4
1/1/1577,4.88
1/1/1578,4.07
1/1/1579,3.36
1/1/1580,4.12
1/1/1581,3.52
1/1/1582,3.71
1/1/1583,4.05
1/1/1584,4.79
1/1/1585,3.01
1/1/1586,4.34
1/1/1587,3.51
1/1/1588,3.5
1/1/1589,3.66
1/1/1590,3.8
1/1/1591,4.29
1/1/1592,5.29
1/1/1593,4.58
1/1/1594,5.34
1/1/1595,5.29
1/1/1596,4.08
1/1/1597,2.7
1/1/1598,3.96
1/1/1599,3.58
1/1/1600,4.13
1/1/1601,3.64
1/1/1602,4.1
1/1/1603,3.56
1/1/1604,4.94
1/1/1605,4.42
1/1/1606,4.13
1/1/1607,4.06
1/1/1608,3.96
1/1/1609,3.88
1/1/1610,3.93
1/1/1611,3.18
1/1/1612,4.56
1/1/1613,4.49
1/1/1614,5.2
1/1/1615,4.1
1/1/1616,4.32
1/1/1617,4.78
1/1/1618,3.82
1/1/1619,3.93
1/1/1620,4.46
1/1/1621,4.38
1/1/1622,4.22
1/1/1623,4.22
1/1/1624,3.71
1/1/1625,3.09
1/1/1626,5.09
1/1/1627,4.67
1/1/1628,4.31
1/1/1629,4.21
1/1/1630,4.46
1/1/1631,3.99
1/1/1632,3.77
1/1/1633,4.65
1/1/1634,4.46
1/1/1635,4.88
1/1/1636,4.14
1/1/1637,4.63
1/1/1638,4.04
1/1/1639,4.45
1/1/1640,4.08
1/1/1641,3.7
1/1/1642,3.51
1/1/1643,3.74
1/1/1644,3.6
1/1/1645,4.17
1/1/1646,4.74
1/1/1647,5.64
1/1/1648,4.45
1/1/1649,4.76
1/1/1650,5.78
1/1/1651,4.57
1/1/1652,5.36
1/1/1653,4.14
1/1/1654,3.27
1/1/1655,4.88
1/1/1656,4.43
1/1/1657,4.68
1/1/1658,4.1
1/1/1659,3.91
1/1/1660,4.93
1/1/1661,4.48
1/1/1662,4.36
1/1/1663,4.07
1/1/1664,3.65
1/1/1665,3.63
1/1/1666,4.3
1/1/1667,2.81
1/1/1668,3.18
1/1/1669,3.35
1/1/1670,3.17
1/1/1671,4.8
1/1/1672,3.24
1/1/1673,4.8
1/1/1674,4.44
1/1/1675,4.29
1/1/1676,3.72
1/1/1677,4.54
1/1/1678,4.54
1/1/1679,5.56
1/1/1680,4.13
1/1/1681,3.94
1/1/1682,4.72
1/1/1683,4.42
1/1/1684,4.93
1/1/1685,4.33
1/1/1686,3.67
1/1/1687,4.39
1/1/1688,3.83
1/1/1689,4.71
1/1/1690,4.51
1/1/1691,4.21
1/1/1692,4.12
1/1/1693,3.69
1/1/1694,4.39
1/1/1695,4.31
1/1/1696,3.86
1/1/1697,3.92
1/1/1698,3.61
1/1/1699,3.89
1/1/1700,3.79
1/1/1701,4.58
1/1/1702,3.21
1/1/1703,4.23
1/1/1704,4.79
1/1/1705,4.21
1/1/1706,5.25
1/1/1707,4.14
1/1/1708,2.88
1/1/1709,4.58
1/1/1710,3.7
1/1/1711,3.98
1/1/1712,4.25
1/1/1713,4.22
1/1/1714,2.83
1/1/1715,4.64
1/1/1716,3.61
1/1/1717,3.89
1/1/1718,3.59
1/1/1719,4.26
1/1/1720,3.78
1/1/1721,4.09
1/1/1722,3.71
1/1/1723,3.56
1/1/1724,3.73
1/1/1725,3.89
1/1/1726,4.15
1/1/1727,3.74
1/1/1728,4.58
1/1/1729,4.15
1/1/1730,4.02
1/1/1731,4.29
1/1/1732,3.19
1/1/1733,5.74
1/1/1734,3.88
1/1/1735,2.81
1/1/1736,3.34
1/1/1737,3.84
1/1/1738,4.9
1/1/1739,5.88
1/1/1740,4.09
1/1/1741,6.95
1/1/1742,4.4
1/1/1743,3.42
1/1/1744,3.99
1/1/1745,5.79
1/1/1746,3.26
1/1/1747,5.83
1/1/1748,2.89
1/1/1749,5.4
1/1/1750,4.33
1/1/1751,3.64
1/1/1752,3.82
1/1/1753,4.05
1/1/1754,3.97
1/1/1755,2.88
1/1/1756,5.68
1/1/1757,2.91
1/1/1758,4.97
1/1/1759,3.87
1/1/1760,4.45
1/1/1761,4.41
1/1/1762,3.41
1/1/1763,4.43
1/1/1764,4.25
1/1/1765,4.1
1/1/1766,3.31
1/1/1767,5.02
1/1/1768,4.55
1/1/1769,4.19
1/1/1770,3.95
1/1/1771,5.28
1/1/1772,2.48
1/1/1773,3.14
1/1/1774,2.45
1/1/1775,4.13
1/1/1776,5.27
1/1/1777,3.46
1/1/1778,5.49
1/1/1779,3.29
1/1/1780,5.08
1/1/1781,5.39
1/1/1782,5.87
1/1/1783,5.07
1/1/1784,3
1/1/1785,4.01
1/1/1786,3.91
1/1/1787,3.81
1/1/1788,4.07
1/1/1789,4.12
1/1/1790,3.79
1/1/1791,3.79
1/1/1792,3.63
1/1/1793,4.52
1/1/1794,3.86
1/1/1795,4.46
1/1/1796,5.27
1/1/1797,4.22
1/1/1798,4.12
1/1/1799,3.63
1/1/1800,5.19
1/1/1801,4.32
1/1/1802,5
1/1/1803,4.19
1/1/1804,4.02
1/1/1805,4.05
1/1/1806,4.84
1/1/1807,2.94
1/1/1808,3.97
1/1/1809,3.38
1/1/1810,4.1
1/1/1811,3.3
1/1/1812,3.8
1/1/1813,3.44
1/1/1814,5.14
1/1/1815,3.01
1/1/1816,5.12
1/1/1817,3.41
1/1/1818,3.78
1/1/1819,4.22
1/1/1820,3.53
1/1/1821,3.44
1/1/1822,4.46
1/1/1823,4.92
1/1/1824,4.49
1/1/1825,3.88
1/1/1826,4.44
1/1/1827,5.61
1/1/1828,4.45
1/1/1829,4.68
1/1/1830,5.44
1/1/1831,4.87
1/1/1832,4.19
1/1/1833,4.05
1/1/1834,3.43
1/1/1835,4.02
1/1/1836,3.58
1/1/1837,3.98
1/1/1838,3.02
1/1/1839,3.05
1/1/1840,4.84
1/1/1841,2.88
1/1/1842,4.5
1/1/1843,4.24
1/1/1844,3.98
1/1/1845,4.38
1/1/1846,5.08
1/1/1847,4.74
1/1/1848,5.21
1/1/1849,4.74
1/1/1850,4.51
1/1/1851,4.29
1/1/1852,4.73
1/1/1853,3.62
1/1/1854,4.24
1/1/1855,3.35
1/1/1856,3.6
1/1/1857,3.67
1/1/1858,3.09
1/1/1859,4.08
1/1/1860,4.21
1/1/1861,4.67
1/1/1862,4.15
1/1/1863,4.93
1/1/1864,4.15
1/1/1865,4.76
1/1/1866,4.49
1/1/1867,3.97
1/1/1868,4.34
1/1/1869,3.55
1/1/1870,3.73
1/1/1871,4.01
1/1/1872,3.28
1/1/1873,3.16
1/1/1874,4.54
1/1/1875,4.9
1/1/1876,4
1/1/1877,4.82
1/1/1878,2.88
1/1/1879,3.53
1/1/1880,3.48
1/1/1881,4.19
1/1/1882,4.85
1/1/1883,5.07
1/1/1884,3.72
1/1/1885,4.18
1/1/1886,4.76
1/1/1887,3.12
1/1/1888,5.24
1/1/1889,5.08
1/1/1890,4.46
1/1/1891,5.63
1/1/1892,4.54
1/1/1893,4.72
1/1/1894,2.97
1/1/1895,4.03
1/1/1896,4.25
1/1/1897,3.57
1/1/1898,3.16
1/1/1899,3.84
1/1/1900,3.67
1/1/1901,4.29
1/1/1902,4.01
1/1/1903,4.58
1/1/1904,4
1/1/1905,4.72
1/1/1906,4.89
1/1/1907,5.01
1/1/1908,4.63
1/1/1909,5.71
1/1/1910,3.2
1/1/1911,3.8
1/1/1912,5.04
1/1/1913,2.15
1/1/1914,4.06
1/1/1915,6.1
1/1/1916,4.6
1/1/1917,3.88
1/1/1918,4.38
1/1/1919,3.61
1/1/1920,3.19
1/1/1921,4.26
1/1/1922,5.54
1/1/1923,4.96
1/1/1924,4.38
1/1/1925,2.26
1/1/1926,4.71
1/1/1927,4.28
1/1/1928,4.98
1/1/1929,3.92
1/1/1930,3.02
1/1/1931,3.87
1/1/1932,3.78
1/1/1933,3.21
1/1/1934,4.46
1/1/1935,3.46
1/1/1936,2.81
1/1/1937,5.72
1/1/1938,5.09
1/1/1939,4.23
1/1/1940,4.2
1/1/1941,3.61
1/1/1942,5.66
1/1/1943,3.46
1/1/1944,3.7
1/1/1945,5.85
1/1/1946,4.3
1/1/1947,5.01
1/1/1948,4.34
1/1/1949,6
1/1/1950,5.61
1/1/1951,3.9
1/1/1952,4.24
1/1/1953,3.63
1/1/1954,3.05
1/1/1955,3.56
1/1/1956,4
1/1/1957,3.51
1/1/1958,4.15
1/1/1959,4.04
1/1/1960,4.07
1/1/1961,4.92
1/1/1962,3.24
1/1/1963,4.63
1/1/1964,3.16
1/1/1965,3.96
1/1/1966,3.43
1/1/1967,4.46
1/1/1968,4.09
1/1/1969,4.13
1/1/1970,4
1/1/1971,5.29
1/1/1972,4.43
1/1/1973,5.69
1/1/1974,4.15
1/1/1975,4.66
1/1/1976,3.65
1/1/1977,3.77
1/1/1978,4.57
1/1/1979,4.48
1/1/1980,3.44
1/1/1981,4.41
1/1/1982,4.53
1/1/1983,3.81
1/1/1984,3.17
1/1/1985,3.81
1/1/1986,2.97
1/1/1987,3.94
1/1/1988,2.61
1/1/1989,4.91
1/1/1990,4.38
